,id,text,entities
38,3390,test4.exe  BIOPASS RAT Loader  Backdoor.Win32.BIOPASS.A  3589e53c59d9807cca709387bbcaaffc7e24e15d9a78425b717fc55c779b928e,"[{'end_offset': 22, 'id': 10240, 'label': 'malware', 'start_offset': 11}, {'end_offset': 121, 'id': 10241, 'label': 'hash', 'start_offset': 57}, {'end_offset': 9, 'id': 49042, 'label': 'FILEPATH', 'start_offset': 0}, {'end_offset': 55, 'id': 49043, 'label': 'malware', 'start_offset': 31}]"
39,4265,"One file stealer (cca74bb322ad7833a21209b1418c9837e30983daec30d199a839f46075ee72f2, Detected as TSPY_DELF.SUW) published by security researchers in 2013 and linked to the domain myflatnet[.]com, was attributed by several parties to the Hangover group.","[{'end_offset': 250, 'id': 50067, 'label': 'threat-actor', 'start_offset': 236}, {'end_offset': 82, 'id': 50063, 'label': 'hash', 'start_offset': 18}, {'end_offset': 109, 'id': 50064, 'label': 'malware', 'start_offset': 96}, {'end_offset': 152, 'id': 50065, 'label': 'TIME', 'start_offset': 148}, {'end_offset': 193, 'id': 50066, 'label': 'url', 'start_offset': 178}]"
40,2399,"Two days later on March 31, 2022, Spring released version 5.3.18 and 5.2.20 of Spring Framework to patch another more severe vulnerability tracked in CVE-2022-22965.","[{'end_offset': 32, 'id': 47472, 'label': 'TIME', 'start_offset': 18}, {'end_offset': 40, 'id': 47473, 'label': 'SOFTWARE', 'start_offset': 34}, {'end_offset': 95, 'id': 47474, 'label': 'SOFTWARE', 'start_offset': 79}, {'end_offset': 164, 'id': 47475, 'label': 'vulnerability', 'start_offset': 150}]"
41,14408,Leverage WMI for fileless intrusion Execute Powershell script for fileless intrusion,"[{'end_offset': 84, 'id': 47166, 'label': 'attack-pattern', 'start_offset': 66}, {'end_offset': 54, 'id': 44534, 'label': 'tools', 'start_offset': 44}]"
42,564,"After infection, Virlock hides the file extension through modification of the registry (HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\HideFileExt = 1, HKCU\Software\Microsoft\Windows\CurrentVersion\Explorer\Advanced\Hidden = 2).","[{'end_offset': 164, 'id': 1874, 'label': 'REGISTRYKEY', 'start_offset': 88}, {'end_offset': 241, 'id': 1876, 'label': 'REGISTRYKEY', 'start_offset': 170}, {'end_offset': 24, 'id': 44778, 'label': 'malware', 'start_offset': 17}]"
43,2313,"The exploit chain combined an RCE in WebKit exploiting CVE-2021-1789 which was patched on Jan 5, 2021 before discovery of this campaign and a 0-day local privilege escalation in XNU (CVE-2021-30869) patched on Sept 23, 2021.","[{'end_offset': 68, 'id': 45456, 'label': 'vulnerability', 'start_offset': 55}, {'end_offset': 181, 'id': 45462, 'label': 'SOFTWARE', 'start_offset': 178}, {'end_offset': 223, 'id': 45460, 'label': 'TIME', 'start_offset': 210}, {'end_offset': 174, 'id': 45461, 'label': 'attack-pattern', 'start_offset': 148}, {'end_offset': 43, 'id': 45457, 'label': 'SOFTWARE', 'start_offset': 37}, {'end_offset': 101, 'id': 45458, 'label': 'TIME', 'start_offset': 90}, {'end_offset': 197, 'id': 45459, 'label': 'vulnerability', 'start_offset': 183}]"
44,3370,.Python.BIOPASS.A  e479823aa41d3f6416233dba8e765cf2abaa38ad18328859a20b88df7f1d88d5  sc2.txt  BIOPASS RAT encoded Cobalt Strike shellcode  Trojan.Win32.COBEACON.A  e567fd0f08fdafc5a89c9084373f3308ef464918ff7e4ecd7fb3135d777e946d  sc3.txt,"[{'end_offset': 105, 'id': 10186, 'label': 'malware', 'start_offset': 94}, {'end_offset': 127, 'id': 10187, 'label': 'tools', 'start_offset': 114}, {'end_offset': 228, 'id': 10188, 'label': 'hash', 'start_offset': 164}, {'end_offset': 83, 'id': 10185, 'label': 'hash', 'start_offset': 19}, {'end_offset': 162, 'id': 48989, 'label': 'malware', 'start_offset': 139}, {'end_offset': 17, 'id': 48987, 'label': 'malware', 'start_offset': 1}, {'end_offset': 92, 'id': 48988, 'label': 'FILEPATH', 'start_offset': 85}, {'end_offset': 237, 'id': 48990, 'label': 'FILEPATH', 'start_offset': 230}]"
45,4459,"In 2017, Android – which is owned by Google – was the first mobile platform to warn users about NSO Group’s Pegasus spyware.","[{'end_offset': 115, 'id': 50241, 'label': 'malware', 'start_offset': 108}, {'end_offset': 7, 'id': 50237, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 105, 'id': 50240, 'label': 'threat-actor', 'start_offset': 96}, {'end_offset': 16, 'id': 50238, 'label': 'SOFTWARE', 'start_offset': 9}, {'end_offset': 43, 'id': 50239, 'label': 'identity', 'start_offset': 37}]"
46,4818,"Consistent with CERT-UA reporting, TAG observed multiple Russian GRU actors - APT28 and Sandworm - conduct campaigns exploiting the Follina vulnerability.","[{'end_offset': 38, 'id': 50750, 'label': 'identity', 'start_offset': 35}, {'end_offset': 75, 'id': 50751, 'label': 'identity', 'start_offset': 57}, {'end_offset': 83, 'id': 50752, 'label': 'threat-actor', 'start_offset': 78}, {'end_offset': 96, 'id': 50753, 'label': 'threat-actor', 'start_offset': 88}, {'end_offset': 23, 'id': 50749, 'label': 'identity', 'start_offset': 16}, {'end_offset': 153, 'id': 50754, 'label': 'vulnerability', 'start_offset': 132}]"
47,234," We monitored a list of 50 legitimate Ukraine-related domains (e.g., popular news and donation websites) and keywords (e.g., Ukraine, refugee) as targets for cybersquatting.","[{'end_offset': 132, 'id': 45781, 'label': 'location', 'start_offset': 125}, {'end_offset': 45, 'id': 45934, 'label': 'location', 'start_offset': 38}, {'end_offset': 172, 'id': 44651, 'label': 'attack-pattern', 'start_offset': 158}]"
48,3830,"If Koadic finds that the system is conducive to the attacker’s interests, it downloads a base64-encrypted version of the ANEL malware from the Command-and-Control (C&C) server and executes it.  Encrypted ANEL is decrypted using the “certutil -docode” command.","[{'end_offset': 125, 'id': 11615, 'label': 'malware', 'start_offset': 121}, {'end_offset': 208, 'id': 11618, 'label': 'malware', 'start_offset': 204}, {'end_offset': 9, 'id': 49688, 'label': 'malware', 'start_offset': 3}]"
49,2365,"For those interested in following our in-the-wild work, we will soon publish details surrounding another, unrelated campaign we discovered using two Chrome 0-days (CVE-2021-37973 and CVE-2021-37976).","[{'end_offset': 197, 'id': 47418, 'label': 'vulnerability', 'start_offset': 183}, {'end_offset': 155, 'id': 47419, 'label': 'SOFTWARE', 'start_offset': 149}, {'end_offset': 178, 'id': 47417, 'label': 'vulnerability', 'start_offset': 164}]"
50,14071,"Figure 9 shows that SLUB used “Windows-RT-KB-2937636.dll,” while Freenki used “Windows-KB275122-x86.exe.”      Figure 9 Naming convention for persistence.","[{'end_offset': 103, 'id': 47392, 'label': 'FILEPATH', 'start_offset': 79}, {'end_offset': 56, 'id': 47389, 'label': 'FILEPATH', 'start_offset': 31}, {'end_offset': 73, 'id': 47395, 'label': 'malware', 'start_offset': 65}, {'end_offset': 24, 'id': 43549, 'label': 'malware', 'start_offset': 20}]"
51,1584,Reports indicate that it harvests credentials using Mimikatz and Maarten van Dantzig reports it also uses common hardcoded credentials to spread.,"[{'end_offset': 60, 'id': 45067, 'label': 'tools', 'start_offset': 52}, {'end_offset': 84, 'id': 45068, 'label': 'identity', 'start_offset': 65}, {'end_offset': 45, 'id': 45069, 'label': 'attack-pattern', 'start_offset': 25}]"
52,3558,"Examining the Capesand samples The simplified diagram taken from the previous blog shows the combination of ConfuserEx and Cassandra via the second layer of obfuscation protection, which involves the DLL CyaX_Sharp Assembly (both CyaX_Sharp and CyaX are part of the Cassandra protector).","[{'end_offset': 22, 'id': 49341, 'label': 'malware', 'start_offset': 14}, {'end_offset': 118, 'id': 49342, 'label': 'tools', 'start_offset': 108}, {'end_offset': 132, 'id': 49343, 'label': 'tools', 'start_offset': 123}, {'end_offset': 240, 'id': 49344, 'label': 'tools', 'start_offset': 230}, {'end_offset': 249, 'id': 49345, 'label': 'tools', 'start_offset': 245}, {'end_offset': 285, 'id': 49346, 'label': 'tools', 'start_offset': 266}]"
53,5057,"However, for the first time, TAG has observed COLDRIVER campaigns targeting the military of multiple Eastern European countries, as well as a NATO Centre of Excellence.","[{'end_offset': 167, 'id': 51162, 'label': 'identity', 'start_offset': 142}, {'end_offset': 32, 'id': 51159, 'label': 'identity', 'start_offset': 29}, {'end_offset': 55, 'id': 51160, 'label': 'threat-actor', 'start_offset': 46}, {'end_offset': 127, 'id': 51161, 'label': 'identity', 'start_offset': 101}]"
54,2427,"Early in 2010, CVE-2010-1622 was assigned to a remote code execution vulnerability in the Spring Framework.","[{'end_offset': 28, 'id': 45513, 'label': 'vulnerability', 'start_offset': 15}, {'end_offset': 106, 'id': 45514, 'label': 'SOFTWARE', 'start_offset': 90}, {'end_offset': 68, 'id': 45515, 'label': 'attack-pattern', 'start_offset': 47}, {'end_offset': 13, 'id': 45512, 'label': 'TIME', 'start_offset': 0}]"
55,13146,"Tropic Trooper, a threat actor group that targets government, military, healthcare, transportation, and high-tech industries in Taiwan, the Philippines, and Hong Kong, has been active since 2011.","[{'end_offset': 124, 'id': 48920, 'label': 'identity', 'start_offset': 104}, {'end_offset': 151, 'id': 48922, 'label': 'location', 'start_offset': 140}, {'end_offset': 194, 'id': 48924, 'label': 'TIME', 'start_offset': 184}, {'end_offset': 60, 'id': 48916, 'label': 'identity', 'start_offset': 50}, {'end_offset': 134, 'id': 48921, 'label': 'location', 'start_offset': 128}, {'end_offset': 14, 'id': 48915, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 70, 'id': 48917, 'label': 'identity', 'start_offset': 62}, {'end_offset': 82, 'id': 48918, 'label': 'identity', 'start_offset': 72}, {'end_offset': 98, 'id': 48919, 'label': 'identity', 'start_offset': 84}, {'end_offset': 166, 'id': 48923, 'label': 'location', 'start_offset': 157}]"
56,3502,"Based on the controller’s behavior, we can posit that both Marade and Protux were authored by the same threat actors.","[{'end_offset': 76, 'id': 49298, 'label': 'malware', 'start_offset': 70}, {'end_offset': 65, 'id': 49297, 'label': 'malware', 'start_offset': 59}]"
57,1359,"Using our PoC, we created the following demonstration video of how a malicious actor would exploit the CVE-2021-32648 vulnerability, log into the compromised OctoberCMS account and to deface a web page hosted by the server:","[{'end_offset': 117, 'id': 44975, 'label': 'vulnerability', 'start_offset': 103}, {'end_offset': 168, 'id': 44976, 'label': 'SOFTWARE', 'start_offset': 158}]"
58,14221,"When it is loaded by the system, DLLMain decrypts the payload via CryptUnprotectData.","[{'end_offset': 84, 'id': 48251, 'label': 'tools', 'start_offset': 66}, {'end_offset': 41, 'id': 48252, 'label': 'malware', 'start_offset': 33}]"
